,post_title,post_view,comment_num,post_date,post_datetime,pos_num,neg_num,word_num,bullish_index,snownlp
23,逆水行舟的信念和勇气（当其他人都在抛售时买进）；随着时间的推移保持信心（在低点买,79,0,2025-04-18,2025-04-18 08:29:00,2,1,40,0.025,0.9984080702171287
24,两个意义,185,0,2025-04-18,2025-04-18 00:00:00,0,0,4,0.0,0.5379589789564625
25,象元月17号的样子了，那就是振荡洗两周，就面临五一节了，看节前2天与节后！,91,0,2025-04-17,2025-04-17 16:43:00,0,0,37,0.0,0.30446229723928664
26,这个股息率多少,88,0,2025-04-17,2025-04-17 15:16:00,0,0,7,0.0,0.32780445334039576
27,怎么不按剧本来，尾盘牛在那里,89,1,2025-04-17,2025-04-17 14:42:00,0,0,14,0.0,0.10200907666051873
28,今天必须破掉3750点，明天期指交割日大暴跌破3650点。,127,3,2025-04-17,2025-04-17 14:39:00,0,2,29,-0.06896551724137931,0.0201145951912568
29,拉上去再砸下来，汪汪队现在量化玩的很溜,76,0,2025-04-17,2025-04-17 14:35:00,0,0,19,0.0,0.2939647951434379
30,早盘买进，尾盘拉高卖出，稳赚,77,0,2025-04-17,2025-04-17 14:34:00,2,0,14,0.14285714285714285,0.22511631178321911
31,昨天拉尾盘，今天还会拉吗？亲？,106,1,2025-04-17,2025-04-17 14:33:00,0,0,15,0.0,0.6159594550927028
32,拉上去啊，连阳神功不能破啊,73,0,2025-04-17,2025-04-17 14:32:00,1,1,13,0.0,0.26203051738038385
33,好规则能让坏人变好真的这个时候是红不能量化啊反复啊,73,0,2025-04-17,2025-04-17 13:50:00,0,3,25,-0.12,0.843965220247118
34,谁都不买了，一买就是被量化搞死。,78,0,2025-04-17,2025-04-17 13:25:00,0,1,16,-0.0625,0.06316170471863092
35,价是稳得不错，量却暴露了实际，当然咯，量也可以刷，只是刷的终究是刷的，我希望长虹,87,0,2025-04-17,2025-04-17 11:52:00,2,1,40,0.025,0.40913350297525786
36,资金为何“哑铃式”押注港股？,3.1万,51,2025-04-17,2025-04-17 11:41:00,0,0,14,0.0,0.9871616449639143
37,$沪深300(SH000300)$,77,0,2025-04-17,2025-04-17 11:35:00,0,0,17,0.0,0.826668660992371
38,现在谁傻啊,90,0,2025-04-17,2025-04-17 10:40:00,0,1,5,-0.2,0.421052631578947
39,这时候券商要给信心拉一波,74,0,2025-04-17,2025-04-17 10:17:00,1,0,12,0.08333333333333333,0.22164387881455638
40,做空才能挣钱啊哈哈哈哈,121,1,2025-04-17,2025-04-17 09:56:00,1,1,11,0.0,0.6926844872666629
41,你看重组预期？这三个今天能抄底吗？福莱蒽特(SH605566)，博睿数据(SH6,98,1,2025-04-17,2025-04-17 08:42:00,0,0,40,0.0,0.7223494989202119
42,另外一个淘宝已经占据美国网购app下载榜首，没有中间商赚差价，关税已经不值一提了,123,1,2025-04-16,2025-04-16 21:05:00,1,0,40,0.025,0.0028771578315530677
43,欧盟取消关税还不许卖低价车，这下好了，汽车出口直接十倍利润空间,115,2,2025-04-16,2025-04-16 20:55:00,1,1,31,0.0,0.03432385130583537
44,本周三天活跃资金持续走弱了,135,0,2025-04-16,2025-04-16 16:46:00,1,1,13,0.0,0.9202495540944241
45,把散户的股份买光,85,0,2025-04-16,2025-04-16 15:27:00,0,0,8,0.0,0.5509813244969033
46,股市还能玩吗？拿着的不涨，不管拿多久就不涨，割过就大涨，到底问题出在哪？精心选好,94,0,2025-04-16,2025-04-16 15:23:00,2,2,40,0.0,0.9977909853723721
47,把期指直接打爆了，以后就不会这么扯淡了,92,0,2025-04-16,2025-04-16 15:21:00,0,1,19,-0.05263157894736842,0.09459403639431252
48,强拉猛拽，有意思吗？太老套，保险银行三桶油三电信,98,0,2025-04-16,2025-04-16 15:18:00,1,0,24,0.041666666666666664,0.00854950438101798
49,就这样干，再干2天，打破期指魔咒。,99,0,2025-04-16,2025-04-16 15:05:00,1,1,17,0.0,0.26007647035376424
50,尾盘搞事，阻止短线指标见底。,84,0,2025-04-16,2025-04-16 15:01:00,0,1,14,-0.07142857142857142,0.6370957900469315
51,下贱,79,0,2025-04-16,2025-04-16 14:59:00,0,0,2,0.0,0.33333333333333337
52,五千多个只拉300个，其他的不管了,192,4,2025-04-16,2025-04-16 14:59:00,0,1,17,-0.058823529411764705,0.8282280187213218
53,尾盘拉二笔吧,143,2,2025-04-16,2025-04-16 14:56:00,0,0,6,0.0,0.25120341129795687
54,关键时候还得吃救心丸啊,77,0,2025-04-16,2025-04-16 14:54:00,0,0,11,0.0,0.6971857218545542
55,最后10～20分钟，大盘努力努力再努力啊！,78,0,2025-04-16,2025-04-16 14:48:00,3,0,21,0.14285714285714285,0.6767893675111155
56,拉拉小盘给信心,71,0,2025-04-16,2025-04-16 14:09:00,1,0,7,0.14285714285714285,0.8801639652124759
57,机构疯狂砸盘为哪般？？？？？？？？？？？？,128,2,2025-04-16,2025-04-16 14:02:00,0,1,21,-0.047619047619047616,0.44535919567572824
58,从2024年10月7日开始，就要出政策，出来的不落实，没出来的喊了几个月了都没出,78,0,2025-04-16,2025-04-16 13:57:00,1,0,40,0.025,0.07310778868503831
59,虽然只是小幅度的阴，但这个位置，没有绝对把握的参与者最好不要仓位过重，无非少赚点,77,0,2025-04-16,2025-04-16 13:55:00,2,0,40,0.05,0.29553719431547554
60,股价仅7元多！却罕见的拥有：全球市场占有率13%！国内市占率前三！并购且注入优质,95,1,2025-04-16,2025-04-16 13:33:00,2,0,40,0.05,0.9595198028617186
61,弱弱的问一句，买指数好还是买个股好！想长期投资，大概投入10--20年,250,5,2025-04-16,2025-04-16 11:43:00,0,0,35,0.0,0.7690441016447347
62,今中阴了。。。,80,1,2025-04-16,2025-04-16 10:52:00,0,0,7,0.0,0.7252854332433346
63,下方3352缺口，会补？,69,0,2025-04-16,2025-04-16 10:44:00,0,1,12,-0.08333333333333333,0.4506940186255425
64,看来脸面是也不要了,78,0,2025-04-16,2025-04-16 10:29:00,0,0,9,0.0,0.11648437315912252
65,大家先跑，我来掩护,70,0,2025-04-16,2025-04-16 10:25:00,0,0,9,0.0,0.4727249513770241
66,判断肯定又是暴跌全部跌停跌停跌停跌停跌停跌停跌停跌停无疑！！！！！！！！！！！！,78,0,2025-04-16,2025-04-16 10:19:00,1,9,40,-0.2,0.13009080859491862
67,大家认可的夏炒电,62,0,2025-04-16,2025-04-16 09:22:00,1,0,8,0.125,0.8038275368492068
68,A股连续6天缩量上涨,108,0,2025-04-15,2025-04-15 20:28:00,1,0,10,0.1,0.06913404063143358
69,引用最近在读的孟岩新书《投资中，我相信的事》中的一段话“当有一天，投资者、金融从,133,0,2025-04-15,2025-04-15 15:38:00,1,0,40,0.025,0.9999958477031637
70,小心，会骗你入群割韭菜，这个东西,139,1,2025-04-15,2025-04-15 15:13:00,0,1,16,-0.0625,0.006547237775734627
71,一直3000左右？难道股市是这样吗？,97,1,2025-04-15,2025-04-15 14:34:00,0,0,18,0.0,0.7434730951678471
72,早上高位卖掉的再买起来允许你玩单不要坏了我们需要的是信心红起来,83,0,2025-04-15,2025-04-15 14:34:00,1,1,31,0.0,0.23593774725966776
73,缺口处这样的下落是不错的了,84,0,2025-04-15,2025-04-15 14:25:00,1,1,13,0.0,0.8563750037087883
74,国家队又在买买买真有钱:$,98,0,2025-04-15,2025-04-15 12:03:00,1,0,13,0.07692307692307693,0.24059396569476776
75,我着实没搞懂，这么多年了，这么多年了！为什么还在3000多点？,98,0,2025-04-15,2025-04-15 10:56:00,0,0,31,0.0,0.21334709191421541
76,我的2台电脑这几天都出现网页打开和刷新时间明显增加的现象，伙伴们有吗?,86,0,2025-04-15,2025-04-15 10:44:00,0,0,35,0.0,0.0021267618133081756
77,免签政策“时间增量”催热中国入境游新业态,91,2,2025-04-15,2025-04-15 10:28:00,0,0,20,0.0,0.04364217759976907
78,[赞][赞],73,0,2025-04-15,2025-04-15 10:16:00,0,0,6,0.0,0.9902197934150267
79,股息率3.33%碾压国债！中证A500ETF今日分红登记,3.3万,54,2025-04-15,2025-04-15 10:05:00,0,0,28,0.0,0.5467378591094103
80,黑嘴天天忽悠你们这些糊涂的散户,95,1,2025-04-15,2025-04-15 09:57:00,0,2,15,-0.13333333333333333,0.03155740615392155
81,此苟骗子，碰见喷就完事了,92,0,2025-04-15,2025-04-15 09:48:00,0,1,12,-0.08333333333333333,0.0002379775474984358
82,根据山东能源集团2025年度战略发布会公开信息及、、等资料，关于新风光电子科技股,385,1,2025-04-14,2025-04-14 19:21:00,2,0,40,0.05,0.975598193552879
83,$沪深300(SH000300)$,110,0,2025-04-14,2025-04-14 18:08:00,0,0,17,0.0,0.826668660992371
84,关税影响下政策发力扩内需,210,0,2025-04-14,2025-04-14 17:06:00,1,0,12,0.08333333333333333,0.3730746467503473
85,今天A股高开,152,0,2025-04-14,2025-04-14 16:31:00,0,0,6,0.0,0.4103304740949254
86,最近市场波动大,179,1,2025-04-14,2025-04-14 15:54:00,0,1,7,-0.14285714285714285,0.86470136910618
87,无论神仙佛，高手专家，赌神赌侠赌怪，来了都要佩服五体投地感觉要怀疑人生。也要亏到,101,0,2025-04-14,2025-04-14 13:45:00,2,2,40,0.0,0.9926074453903194
88,这一波反弹行情结束之后，全球股市可能会开启不确定性主导的新周期，投资难度加大，预,178,0,2025-04-14,2025-04-14 13:08:00,2,1,40,0.025,0.9977768738754883
89,市场在尽力尝试，就是力不从心，至少比不尝试强很多了,83,0,2025-04-14,2025-04-14 13:02:00,1,0,25,0.04,0.9863533594634544
90,没人要的东西，主力资金全去护50了，300就是购石一坨,95,0,2025-04-14,2025-04-14 10:45:00,0,1,27,-0.037037037037037035,0.7389308613812878
91,沪深300连上证指数都跑不过,200,4,2025-04-14,2025-04-14 10:33:00,0,0,14,0.0,0.8648058341331629
92,打爆空头！抄底！抄底！,83,1,2025-04-14,2025-04-14 10:19:00,0,0,11,0.0,0.06166662674948309
93,希望打爆空头，而不是收割多头。多头被你们搞得伤痕累累，而你们却让空头有序撤离，搞,87,1,2025-04-14,2025-04-14 10:14:00,1,1,40,0.0,0.08163345683641243
94,真搞不懂，明明真相是对中国电子产品中的美国技术部分豁免，其他的不豁免，为什么许多,260,3,2025-04-14,2025-04-14 09:15:00,2,1,40,0.025,0.9714012585290058
95,$沪深300(SH000300)$,75,0,2025-04-14,2025-04-14 07:59:00,0,0,17,0.0,0.826668660992371
96,是否博弈抄底吗？博弈论是不是利好，重组成功哦，一字板了哦！*ST工智(SZ000,126,1,2025-04-14,2025-04-14 06:12:00,2,0,40,0.05,0.5726081853287713
97,论上涨与下跌的理由,138,0,2025-04-14,2025-04-14 01:10:00,1,1,9,0.0,0.14624746549246892
98,博弈吗，抄底吗？博弈论是不是利好，重组成功哦，一字板了哦！*ST工智(SZ000,256,1,2025-04-13,2025-04-13 16:04:00,2,0,40,0.05,0.678544014918406
99,周线大M头加岛形反转，下周一不跳空低开低走就是万幸，看看十月八号那天的走势，让人,71,0,2025-04-13,2025-04-13 13:54:00,0,2,40,-0.05,0.0360536250944703
100,现在做生意有多难你们都不知道,213,0,2025-04-13,2025-04-13 10:43:00,0,0,14,0.0,0.31938865666519967
101,带加速度的努力,175,0,2025-04-13,2025-04-13 09:23:00,1,0,7,0.14285714285714285,0.8121200972246021
102,转发,260,0,2025-04-12,2025-04-12 09:35:00,0,0,2,0.0,0.5
103,一夜回到2005年。@优优投顾 @泓路股道论股 @蒙KC4313 $西方石,212,0,2025-04-11,2025-04-11 18:43:00,0,0,37,0.0,0.9936066684248823
104,一夜回到2005年。比大A牛。原本你老二，现在你老大。$沪深300(SH0003,283,0,2025-04-11,2025-04-11 18:40:00,0,0,40,0.0,0.6458578976278371
105,，一夜回到2017年。想想除了大A还有这一个奇葩@和讯网 @财联社 @南方V,213,0,2025-04-11,2025-04-11 18:37:00,1,1,38,0.0,0.9593066929459352
106,石油价格一夜回到2017年年底。@南方V财富 @财联社 @和讯网 $上证指,213,0,2025-04-11,2025-04-11 18:36:00,1,0,37,0.02702702702702703,0.14690904831766705
107,指数本周下跌2.87%，而活跃资金周流入7.29%。在政策强势呵护下，指数绝地反,210,1,2025-04-11,2025-04-11 17:16:00,3,2,40,0.025,0.999724435602195
108,快收盘，坚持不住了,148,0,2025-04-11,2025-04-11 14:44:00,0,1,9,-0.1111111111111111,0.8912258545190758
109,红绿告诉你是否结束了？,147,0,2025-04-11,2025-04-11 11:20:00,0,0,11,0.0,0.41276344949986965
110,***证监会对于那些利用市场情绪恶意做空行为予以密切监控，并采取有力措施惩治！,155,0,2025-04-11,2025-04-11 11:14:00,1,3,39,-0.05128205128205128,0.11526940465336954
111,杀多头了,144,1,2025-04-11,2025-04-11 11:00:00,0,1,4,-0.25,0.3813911296975121
112,我们进来的钱在哪里？为什么缩量,121,0,2025-04-11,2025-04-11 10:35:00,0,0,15,0.0,0.15288520444772868
113,东升西落可能真的来了，珍惜硬科技赛道的底部机会！,4.1万,48,2025-04-11,2025-04-11 10:35:00,2,0,24,0.08333333333333333,0.9798682430345118
114,生死看淡，不服就干,69,0,2025-04-11,2025-04-11 09:10:00,0,2,9,-0.2222222222222222,0.3074490856918859
115,宽基指数，只要有阴线，就加仓。千万不要想着卖。宽基指数就相当于余额宝。,112,0,2025-04-11,2025-04-11 07:50:00,0,0,35,0.0,0.1461992562627774
116,珍惜2025年的阴线。还有主升浪。,108,1,2025-04-11,2025-04-11 07:12:00,1,0,17,0.058823529411764705,0.9468157305010615
117,面对一个增长异常迅速的行业，总是很兴奋。然而面对该行业迅速增长的人数和激增的工,144,0,2025-04-11,2025-04-11 00:48:00,3,1,39,0.05128205128205128,0.9999788635223541
118,市场回暖！机构加仓的信号你看懂了吗？,3.1万,123,2025-04-10,2025-04-10 17:11:00,1,0,18,0.05555555555555555,0.5492864787028768
119,不给力,98,0,2025-04-10,2025-04-10 16:45:00,0,1,3,-0.3333333333333333,0.34527875471283087
120,快收盘吧，要坚持不下去了,88,0,2025-04-10,2025-04-10 14:55:00,0,0,12,0.0,0.9424848464179946
121,跌你你没输过，涨你没赢过！这种级别的机会我竟然买了指数，悔不该当初,92,0,2025-04-10,2025-04-10 14:20:00,2,2,33,0.0,0.09561068286699992
122,老乡别走,77,0,2025-04-10,2025-04-10 13:50:00,0,0,4,0.0,0.23907744500836892
123,沙特ETF关税风暴中逆势领涨，两大标的有望成全球资金“抗跌方舟”？,3.4万,135,2025-04-10,2025-04-10 13:19:00,3,1,33,0.06060606060606061,0.8406178793385145
124,表现应该不会最差！！！？,76,0,2025-04-10,2025-04-10 13:18:00,0,1,12,-0.08333333333333333,0.2365034230598505
125,就看现在补缺口的架势了,126,4,2025-04-10,2025-04-10 13:09:00,0,0,11,0.0,0.2917035910654593
126,真要护盘就不要让大盘剧烈波动、每次剧烈波动都会消耗体力,102,2,2025-04-10,2025-04-10 11:26:00,0,5,27,-0.18518518518518517,0.9684103820839792
127,昨天底气那么足，今天全球都在反弹，你又犹豫了，我真是服了。,91,0,2025-04-10,2025-04-10 10:54:00,2,2,29,0.0,0.9420703373390876
128,快抄底，为国接盘,84,0,2025-04-10,2025-04-10 10:36:00,0,0,8,0.0,0.6339815716416758
129,吾辈当自强,82,0,2025-04-10,2025-04-10 10:22:00,0,0,5,0.0,0.8630530555797126
130,快跑，牛市来了,110,1,2025-04-10,2025-04-10 09:32:00,1,0,7,0.14285714285714285,0.8760347067933675
131,中国股市更加要雄起。因为我们有实体、有强大的金融支撑，只要整合起来给人民信心维护,76,1,2025-04-10,2025-04-10 09:32:00,3,0,40,0.075,0.9995662303552997
132,今天哪个机构敢做空，后面就不要再这个市场活了,61,0,2025-04-10,2025-04-10 08:59:00,0,0,22,0.0,0.5191999897203463
133,本轮tiaozheng会持续到5月份吗？到时候看,149,0,2025-04-09,2025-04-09 16:50:00,0,0,24,0.0,0.6127919470351461
134,那最后一抖是啥意思啊,107,1,2025-04-09,2025-04-09 15:14:00,0,0,10,0.0,0.16666666666666674
135,今天大家都挺团结的啊，国内机构都流入了,86,0,2025-04-09,2025-04-09 14:51:00,1,0,19,0.05263157894736842,0.9065067441847879
136,卖空评级，关税不去，上市公司利润会降30%,87,0,2025-04-09,2025-04-09 14:30:00,1,0,21,0.047619047619047616,0.001704247084091115
137,怎么这么弱,76,0,2025-04-09,2025-04-09 14:23:00,0,0,5,0.0,0.5283018867924524
138,今天没出手,73,0,2025-04-09,2025-04-09 14:09:00,0,0,5,0.0,0.49652158955291736
139,宁德时代拖后腿了,77,0,2025-04-09,2025-04-09 14:01:00,0,1,8,-0.125,0.214342313141496
140,现在红盘反抽，最后的逃命点,81,0,2025-04-09,2025-04-09 13:46:00,0,1,13,-0.07692307692307693,0.2052002916282759
141,这指数稳的作用大，定海神针之。。。很费银子，为啥多路资金买入怎就不涨呢？,102,1,2025-04-09,2025-04-09 13:22:00,0,0,36,0.0,0.2725575658170687
142,关税免疫+日元避险！这只ETF或成全球震荡市的“防御盾”！,3.1万,131,2025-04-09,2025-04-09 13:08:00,0,1,29,-0.034482758620689655,0.21777501317806347
143,见证惊心动魄的金融之战！,83,0,2025-04-09,2025-04-09 13:06:00,0,0,12,0.0,0.9989884336879914
144,继续加仓猛干,159,0,2025-04-09,2025-04-09 13:02:00,0,0,6,0.0,0.20364046371942024
145,$沪深300(SH000300)$,79,0,2025-04-09,2025-04-09 12:30:00,0,0,17,0.0,0.826668660992371
146,博弈吗，抄底吗？请问这个连续跌停，今天能抄底了吗？拓山重工(SZ001226),185,2,2025-04-09,2025-04-09 12:16:00,0,1,39,-0.02564102564102564,0.0414216606762039
147,在现在这个不确定因素的前提下，尽量选择上游行业。不要轻易去赌反转，除非自己有把握,84,0,2025-04-09,2025-04-09 12:11:00,2,1,40,0.025,0.9699131566398105
148,才涨这么点，仍然是阴晴未定之象，小心为上,112,1,2025-04-09,2025-04-09 11:57:00,1,0,20,0.05,0.09822643086572791
149,那个队吃午饭去了,78,0,2025-04-09,2025-04-09 11:13:00,0,0,8,0.0,0.6592094859923736
150,作为长期卖空gamma的“空头”，本轮就期望着国家队拉涨打爆大空头！这个时候，,107,2,2025-04-09,2025-04-09 11:08:00,2,0,39,0.05128205128205128,0.1593549184859927
151,理性投资者呼吁暂停资本市场融资功能，避免更多资金深度套牢，为将来的反弹保留资金实,76,0,2025-04-09,2025-04-09 10:09:00,3,3,40,0.0,0.999999933388577
152,两万五千家机构偷偷买进电力板块了，,110,1,2025-04-09,2025-04-09 09:57:00,0,0,17,0.0,0.7624691076153952
153,珍惜低点，下午国家队会拉,61,0,2025-04-09,2025-04-09 09:49:00,1,0,12,0.08333333333333333,0.9269654379500412
154,买ETF的国家队，下午才能操作，上午还是要靠市场自己要有信心呀,66,0,2025-04-09,2025-04-09 09:38:00,2,0,31,0.06451612903225806,0.7318507486972001
155,ST新潮大股东以3.1元/股正式要约收购20%股份，现价2.65元。具备确定性,57,0,2025-04-09,2025-04-09 09:21:00,1,0,39,0.02564102564102564,0.9735836272956799
156,抄底！！抄底！同志们，机会！,103,2,2025-04-09,2025-04-09 08:58:00,1,0,14,0.07142857142857142,0.2235641783854938
157,怎么办请问这三个连续跌停，明天能抄底了吗？拓山重工(SZ001226)原尚股份(,138,2,2025-04-09,2025-04-09 08:43:00,0,1,40,-0.025,0.012715552018364273
158,啥都不要信，局势稳定再进场。们不值得被信任。,72,0,2025-04-09,2025-04-09 07:44:00,2,0,22,0.09090909090909091,0.7165143345388623
159,今天大A会走出独立行情，开始暴涨吗？,82,1,2025-04-09,2025-04-09 07:24:00,2,0,18,0.1111111111111111,0.9748901395770767
160,上证指数都已跌破了3150的地点，各大指数互相印证。3150点以上是一个盘整了6,108,0,2025-04-09,2025-04-09 06:33:00,0,1,40,-0.025,0.17305087649492923
161,如此巨挫之下，今天的反抽力度是可以接受的，只是缺口太大,119,0,2025-04-08,2025-04-08 22:49:00,0,1,27,-0.037037037037037035,0.00922170209444273
162,有农业概念吗？有我就加仓了,134,0,2025-04-08,2025-04-08 22:38:00,0,0,13,0.0,0.764382985052411
163,510300今天涨了0.95%，但是沪深300指数是涨了1.71%这是咋回事,201,2,2025-04-08,2025-04-08 21:46:00,2,0,38,0.05263157894736842,0.8937982226888129
164,15年7月10,96,0,2025-04-08,2025-04-08 18:27:00,0,0,7,0.0,0.1226595706597835
165,同志们，现在是抄底的时候了！抄底抄底抄底！！！1,91,0,2025-04-08,2025-04-08 17:08:00,0,0,24,0.0,0.037685968519464486
166,盘面显示，关键时候还得是上证为代表的大盘股靠的住,70,0,2025-04-08,2025-04-08 14:52:00,0,0,24,0.0,0.7330644134435688
167,就知道拉尾盘，琐,71,0,2025-04-08,2025-04-08 14:49:00,0,0,8,0.0,0.04800034068942316
168,屏幕拉满了，快换个大的显示屏,69,0,2025-04-08,2025-04-08 14:41:00,0,0,14,0.0,0.38209883696509017
169,某队入场了,70,0,2025-04-08,2025-04-08 14:37:00,0,0,5,0.0,0.4737672181921908
170,还不如美日股市反弹多……,100,2,2025-04-08,2025-04-08 13:58:00,1,2,12,-0.08333333333333333,0.8814099243483356
171,中央汇金、国新呢？,131,2,2025-04-08,2025-04-08 13:55:00,0,0,9,0.0,0.6258767979681317
172,右侧又加仓了。,95,0,2025-04-08,2025-04-08 12:54:00,0,0,7,0.0,0.05140175253892154
173,稳住！稳住！稳住！打爆做空的空头。,75,0,2025-04-08,2025-04-08 12:26:00,0,1,17,-0.058823529411764705,0.12882003863582436
174,上涨近6%，红利低波型沙特ETF在震荡中更凸显避险价值！,5.7万,139,2025-04-08,2025-04-08 12:24:00,2,1,28,0.03571428571428571,0.3940024503847329
175,A50上涨都带不动你，跌的时候你当仁不让。。。,83,0,2025-04-08,2025-04-08 11:20:00,1,1,23,0.0,0.024025555801126086
176,同志们现在不抄底等待何时?抄底抄底！！！抄底！,87,0,2025-04-08,2025-04-08 11:17:00,0,0,23,0.0,0.0184601792139244
177,准备明天加仓大A，A股跌到年线附近了,83,0,2025-04-08,2025-04-08 10:24:00,0,0,18,0.0,0.01092543475789265
178,喊声雷动，就是不见下雨，出工不出力，都在静观其变。,75,0,2025-04-08,2025-04-08 09:54:00,0,1,25,-0.04,0.4301768122437447
179,要给信心这是漂亮国的阴谋我们要红起来,58,0,2025-04-08,2025-04-08 09:52:00,2,1,18,0.05555555555555555,0.9943562728309849
180,今天什么股都不买就买节能风电,72,1,2025-04-08,2025-04-08 09:08:00,1,0,14,0.07142857142857142,0.032892454743994715
181,中国人民银行坚定支持中央汇金公司加大力度增持股票市场指数基金，并在必要时向中央,192,2,2025-04-08,2025-04-08 08:53:00,3,0,39,0.07692307692307693,0.7623737410823802
182,同样一个技术，有的人就赚钱，有的人就亏。所以适合自己的才是最好的。,178,0,2025-04-07,2025-04-07 23:23:00,3,1,33,0.06060606060606061,0.25660053533666016
183,这分时图走的好陌生,125,0,2025-04-07,2025-04-07 22:40:00,0,1,9,-0.1111111111111111,0.8092932721128783
184,为什么今天没有熔断啊？,114,1,2025-04-07,2025-04-07 22:04:00,0,0,11,0.0,0.5
185,加仓，加仓，再加仓！,121,0,2025-04-07,2025-04-07 20:45:00,0,0,10,0.0,0.03693579265169655
186,空媾从去年十月八号4450下来吃了快一千点了，但从今年高点4025算只有500多,93,1,2025-04-07,2025-04-07 20:23:00,0,0,40,0.0,0.09073639575776205
187,鞋特！dog谢特！,79,0,2025-04-07,2025-04-07 20:06:00,0,0,9,0.0,0.45813469977094523
188,$沪深300(SH000300)$,98,0,2025-04-07,2025-04-07 19:03:00,0,0,17,0.0,0.826668660992371
189,今天为什么没有熔断好像应该熔断,198,5,2025-04-07,2025-04-07 18:51:00,0,0,15,0.0,0.38229085376664795
190,说个离谱的。之前一直亏钱，今天竟然赚钱了,109,0,2025-04-07,2025-04-07 18:23:00,1,1,20,0.0,0.3792918517750997
191,目前没有熔断机制了么？,100,0,2025-04-07,2025-04-07 17:39:00,0,0,11,0.0,0.18803668257230333
192,沪综指走势预测，短期，在3085形成支撑，向上到3150。长期，从3085反弹3,98,0,2025-04-07,2025-04-07 17:00:00,2,1,40,0.025,0.9774783355901335
193,本人预计明天收盘时，只有108.只个股待涨。希望在明天！深V不会迟到吧。,88,1,2025-04-07,2025-04-07 16:28:00,1,1,36,0.0,0.2423465576618461
194,妈耶，说好的一起抗。结果就是我扛着兄弟们先走。,53,1,2025-04-07,2025-04-07 16:21:00,1,0,23,0.043478260869565216,0.031141038260928178
195,潘多拉魔盒…,74,0,2025-04-07,2025-04-07 16:12:00,0,0,6,0.0,0.4149385314638957
196,拿去用,165,2,2025-04-07,2025-04-07 15:47:00,0,0,3,0.0,0.5
